TIME,SUPPLY_VOLT_SET,SUPPLY_VOLT_MEASURE,CONV_VOLT_MEASURE,LOAD_VOLT_MEASURE,SUPPLY_CURRENT_SET,SUPPLY_CURRENT_MEASURE,CONV_CURRENT_MEASURE,LOAD_CURRENT_MEASURE,SUPPLY_POWER_SET,SUPPLY_POWER_MEASURE,CONV_POWER_MEASURE,LOAD_POWER_MEASURE,TEMP_AMB,TEMP_MEASURE,TEMP_SENSE,PAD
2049.94,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,95.45,
2055.82,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,95.90,
2060.75,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2066.50,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,95.90,
2070.90,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,95.90,
2076.83,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2080.66,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2084.97,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2090.83,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.35,
2096.65,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,95.90,
2101.54,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,95.90,
2105.69,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2110.65,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,95.90,
2116.48,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.35,
2121.42,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.35,
2127.34,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2133.25,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2139.18,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2144.21,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2151.00,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2156.87,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2162.90,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2166.73,,,5.13,4.79,2.00,,1.99,2.00,,,10.24,9.57,-99.00,-99.00,96.35,
2172.47,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2178.43,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2183.36,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2187.16,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2192.08,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.35,
2197.86,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2201.65,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2207.41,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2211.24,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.35,
2215.02,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2219.81,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2224.58,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.80,
2228.34,,,5.13,4.79,2.00,,1.99,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2233.13,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.80,
2237.13,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2241.95,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2245.71,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2251.55,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2257.35,,,5.13,4.79,2.00,,1.99,2.00,,,10.24,9.57,-99.00,-99.00,96.35,
2263.19,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2267.34,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2271.37,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2277.23,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2283.07,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2286.90,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2291.74,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2295.59,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2299.44,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2305.33,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2309.54,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2313.55,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2319.40,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2325.28,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.80,
2329.29,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2335.22,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2338.97,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2343.46,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2347.10,,,5.14,4.79,2.00,,1.99,2.00,,,10.23,9.57,-99.00,-99.00,97.25,
2352.92,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2356.70,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2360.51,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2365.31,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2369.08,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2374.96,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2378.68,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2382.84,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2388.79,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.35,
2393.74,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.80,
2399.69,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.35,
2405.62,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2411.51,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2415.55,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2421.46,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.35,
2427.42,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2433.34,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2439.18,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2445.19,,,5.14,4.79,2.00,,1.99,2.00,,,10.23,9.57,-99.00,-99.00,96.80,
2451.12,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2457.01,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2462.93,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2468.85,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2473.70,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,97.25,
2478.50,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2482.23,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2486.27,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2492.25,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2498.26,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2504.20,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2508.00,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2512.90,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2518.88,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2523.67,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2528.44,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.35,
2533.22,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2539.17,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2543.95,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.80,
2547.97,10.00,,5.13,4.79,2.00,,1.99,2.00,,,10.23,9.57,-99.00,-99.00,96.80,
2552.81,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2558.69,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2564.60,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2569.32,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2573.25,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2578.06,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2584.03,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2587.78,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2591.81,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2597.69,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2601.48,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2607.43,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2612.33,10.00,10.00,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2618.31,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2624.29,10.00,10.00,5.13,4.79,2.00,1.09,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2630.36,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2636.41,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.80,
2642.53,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2646.67,1.09,10.87,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2652.71,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2658.74,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,96.80,
2664.30,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,96.80,
2667.61,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2673.63,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2677.73,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2681.58,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2687.64,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,96.80,
2693.75,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,96.35,
2699.88,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2706.03,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2713.15,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2719.32,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2723.29,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.70,
2729.45,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
2733.34,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2739.46,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2745.60,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2751.72,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,97.25,
2757.83,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2763.40,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,97.25,
2769.51,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
2775.55,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2781.63,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2786.43,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2791.98,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2798.12,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2802.20,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2806.03,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.70,
2809.81,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2814.78,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2819.49,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,97.70,
2823.55,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2829.63,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2835.72,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2841.79,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2845.71,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2851.87,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2858.06,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.70,
2864.26,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2871.18,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.57,-99.00,-99.00,97.25,
2875.30,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2881.51,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2887.72,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2894.00,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2900.27,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.70,
2905.17,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2911.38,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.70,
2916.23,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.70,
2921.12,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2927.34,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.70,
2933.59,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
2938.54,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
2944.72,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2950.95,10.00,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
2955.10,,,5.13,4.79,2.00,,1.99,2.00,,,10.23,9.57,-99.00,-99.00,97.25,
2959.92,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.58,-99.00,-99.00,97.25,
2964.73,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2969.56,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.70,
2973.41,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2979.78,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.57,-99.00,-99.00,97.25,
2986.05,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
2990.19,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.70,
2996.39,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3001.27,,,5.13,4.79,2.00,,1.99,2.00,,,10.24,9.58,-99.00,-99.00,96.80,
3005.53,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3009.86,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3014.69,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,97.25,
3020.89,,,5.14,4.79,2.00,,2.00,2.00,,,10.24,9.58,-99.00,-99.00,97.25,
3027.13,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3031.06,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3035.23,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,97.25,
3041.44,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3045.82,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3052.06,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
3058.29,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3065.26,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.57,-99.00,-99.00,97.25,
3071.24,,,5.13,4.79,2.00,,1.99,2.00,,,10.27,9.58,-99.00,-99.00,97.70,
3075.27,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,97.25,
3079.11,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3085.30,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.57,-99.00,-99.00,97.25,
3092.27,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3096.39,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3102.66,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3108.85,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,97.25,
3113.01,,,5.14,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,97.25,
3119.31,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3125.64,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3129.53,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3133.61,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3139.95,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3146.27,10.00,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3152.58,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3159.00,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3165.29,,,5.13,4.79,2.00,,2.00,2.00,,,10.24,9.58,-99.00,-99.00,96.80,
3174.61,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,96.80,
3180.84,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,96.80,
3187.06,,,5.14,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3193.36,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,97.25,
3196.57,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,97.25,
3206.04,,,5.14,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,96.80,
3212.50,,,5.13,4.79,2.00,,2.00,2.00,,,10.25,9.58,-99.00,-99.00,96.80,
3218.86,,,5.14,4.79,2.00,,1.99,2.00,,,10.23,9.58,-99.00,-99.00,96.80,
3222.93,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,96.35,
3227.00,,,5.13,4.79,2.00,,2.00,2.00,,,10.28,9.58,-99.00,-99.00,96.35,
3231.15,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,96.35,
3237.49,,,5.13,4.79,2.00,,2.00,2.00,,,10.27,9.58,-99.00,-99.00,96.35,
