TIME,SUPPLY_VOLT_SET,SUPPLY_VOLT_MEASURE,CONV_VOLT_MEASURE,LOAD_VOLT_MEASURE,SUPPLY_CURRENT_SET,SUPPLY_CURRENT_MEASURE,CONV_CURRENT_MEASURE,LOAD_CURRENT_MEASURE,SUPPLY_POWER_SET,SUPPLY_POWER_MEASURE,CONV_POWER_MEASURE,LOAD_POWER_MEASURE,TEMP_AMB,TEMP_MEASURE,TEMP_SENSE,PAD
1.86,,,,,,,,,,,,,,,,
2.07,,,,,,,,,,,,,,,,
2.27,,,,,,,,,,,,,,,,
2.48,,,,,,,,,,,,,,,,
2.69,,,,,,,,,,,,,,,,
2.90,,,,,,,,,,,,,,,,
3.11,,,,,,,,,,,,,,,,
3.31,,,,,,,,,,,,,,,,
3.52,,,,,,,,,,,,,,,,
3.73,,,,,,,,,,,,,,,,
